Partition,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"1 1 1 1 1",1,N,Losing,P,5,5,1,"[R4C0]"
"2 1 1 1 1",3,N,Winning,N,5,6,1,"[R0C1,R4C0]"
"2 2 1 1 1",1,N,Winning,N,7,7,1,"[R4C0]"
"2 2 2 1 1",3,N,Winning,N,7,8,1,"[R2C1,R4C0]"
"2 2 2 2 1",1,N,Winning,N,9,9,1,"[R4C0]"
"2 2 2 2 2",0,P,Losing,P,10,10,0,"N/A (P-position)"
"3 1 1 1 1",0,P,Losing,P,6,7,0,"N/A (P-position)"
"3 2 1 1 1",4,N,Winning,N,7,8,2,"[R1C1] / [R0C2,R4C0]"
"3 2 2 1 1",6,N,Winning,N,7,9,1,"[R0C2,R2C1,R4C0]"
"3 2 2 2 1",4,N,Winning,N,9,10,1,"[R0C2,R4C0]"
"3 2 2 2 2",2,N,Winning,N,11,11,1,"[R0C2]"
"3 3 1 1 1",1,N,Winning,N,9,9,1,"[R4C0]"
"3 3 2 1 1",2,N,Winning,N,9,10,1,"[R2C1,R4C0]"
"3 3 2 2 1",5,N,Winning,N,11,11,1,"[R4C0]"
"3 3 2 2 2",0,P,Losing,P,12,12,0,"N/A (P-position)"
"3 3 3 1 1",0,P,Losing,P,10,11,0,"N/A (P-position)"
"3 3 3 2 1",4,N,Winning,N,11,12,2,"[R3C1] / [R2C2,R4C0]"
"3 3 3 2 2",1,N,Winning,N,13,13,1,"[R2C2]"
"3 3 3 3 1",1,N,Winning,N,13,13,1,"[R4C0]"
"3 3 3 3 2",0,P,Losing,P,14,14,0,"N/A (P-position)"
"3 3 3 3 3",1,N,Winning,N,15,15,1,"[R4C2]"
"4 1 1 1 1",3,N,Winning,N,7,8,1,"[R0C3]"
"4 2 1 1 1",6,N,Winning,N,7,9,1,"[R0C3,R1C1]"
"4 2 2 1 1",0,P,Losing,P,10,10,0,"N/A (P-position)"
"4 2 2 2 1",2,N,Winning,N,11,11,2,"[R3C1] / [R4C0]"
"4 2 2 2 2",0,P,Losing,P,12,12,0,"N/A (P-position)"
"4 3 1 1 1",2,N,Winning,N,9,10,1,"[R0C3,R4C0]"
"4 3 2 1 1",7,N,Winning,N,9,11,2,"[R1C2] / [R0C3,R2C1,R4C0]"
"4 3 2 2 1",8,N,Winning,N,11,12,3,"[R1C2,R3C1] / [R0C3,R4C0] / [R1C2,R4C0]"
"4 3 2 2 2",1,N,Winning,N,13,13,2,"[R0C3] / [R1C2]"
"4 3 3 1 1",4,N,Winning,N,11,12,1,"[R0C3]"
"4 3 3 2 1",9,N,Winning,N,11,13,2,"[R0C3,R3C1] / [R0C3,R2C2,R4C0]"
"4 3 3 2 2",2,N,Winning,N,13,14,1,"[R0C3,R2C2]"
"4 3 3 3 1",2,N,Winning,N,13,14,1,"[R0C3,R4C0]"
"4 3 3 3 2",3,N,Winning,N,15,15,1,"[R0C3]"
"4 3 3 3 3",2,N,Winning,N,15,16,1,"[R0C3,R4C2]"
"4 4 1 1 1",3,N,Winning,N,11,11,1,"[R4C0]"
"4 4 2 1 1",4,N,Winning,N,11,12,1,"[R2C1,R4C0]"
"4 4 2 2 1",1,N,Winning,N,13,13,1,"[R4C0]"
"4 4 2 2 2",0,P,Losing,P,14,14,0,"N/A (P-position)"
"4 4 3 1 1",0,P,Losing,P,12,13,0,"N/A (P-position)"
"4 4 3 2 1",5,N,Winning,N,13,14,2,"[R3C1] / [R2C2,R4C0]"
"4 4 3 2 2",3,N,Winning,N,15,15,1,"[R2C2]"
"4 4 3 3 1",3,N,Winning,N,15,15,1,"[R4C0]"
"4 4 3 3 2",0,P,Losing,P,16,16,0,"N/A (P-position)"
"4 4 3 3 3",1,N,Winning,N,17,17,1,"[R4C2]"
"4 4 4 1 1",2,N,Winning,N,13,14,1,"[R2C3]"
"4 4 4 2 1",3,N,Winning,N,13,15,2,"[R2C3,R3C1] / [R4C0]"
"4 4 4 2 2",0,P,Losing,P,16,16,0,"N/A (P-position)"
"4 4 4 3 1",4,N,Winning,N,15,16,2,"[R2C3,R4C0] / [R3C2,R4C0]"
"4 4 4 3 2",1,N,Winning,N,17,17,2,"[R2C3] / [R3C2]"
"4 4 4 3 3",2,N,Winning,N,17,18,1,"[R2C3,R4C2]"
"4 4 4 4 1",1,N,Winning,N,17,17,1,"[R4C0]"
"4 4 4 4 2",0,P,Losing,P,18,18,0,"N/A (P-position)"
"4 4 4 4 3",3,N,Winning,N,19,19,1,"[R4C2]"
"4 4 4 4 4",0,P,Losing,P,20,20,0,"N/A (P-position)"
"5 1 1 1 1",0,P,Losing,P,8,9,0,"N/A (P-position)"
"5 2 1 1 1",1,N,Winning,N,9,10,1,"[R1C1]"
"5 2 2 1 1",4,N,Winning,N,11,11,1,"[R0C4]"
"5 2 2 2 1",5,N,Winning,N,11,12,2,"[R0C4,R3C1] / [R0C4,R4C0]"
"5 2 2 2 2",1,N,Winning,N,13,13,1,"[R0C4]"
"5 3 1 1 1",4,N,Winning,N,11,11,1,"[R4C0]"
"5 3 2 1 1",5,N,Winning,N,11,12,2,"[R0C4,R1C2] / [R2C1,R4C0]"
"5 3 2 2 1",9,N,Winning,N,11,13,2,"[R0C4,R1C2,R3C1] / [R0C4,R1C2,R4C0]"
"5 3 2 2 2",3,N,Winning,N,13,14,1,"[R0C4,R1C2]"
"5 3 3 1 1",0,P,Losing,P,12,13,0,"N/A (P-position)"
"5 3 3 2 1",1,N,Winning,N,13,14,2,"[R3C1] / [R4C0]"
"5 3 3 2 2",0,P,Losing,P,14,15,0,"N/A (P-position)"
"5 3 3 3 1",3,N,Winning,N,13,15,1,"[R3C2,R4C0]"
"5 3 3 3 2",4,N,Winning,N,15,16,1,"[R3C2]"
"5 3 3 3 3",0,P,Losing,P,16,17,0,"N/A (P-position)"
"5 4 1 1 1",5,N,Winning,N,11,12,2,"[R0C4,R4C0] / [R1C3,R4C0]"
"5 4 2 1 1",9,N,Winning,N,11,13,2,"[R0C4,R2C1,R4C0] / [R1C3,R2C1,R4C0]"
"5 4 2 2 1",3,N,Winning,N,13,14,1,"[R0C4,R4C0]"
"5 4 2 2 2",2,N,Winning,N,15,15,1,"[R0C4]"
"5 4 3 1 1",1,N,Winning,N,13,14,2,"[R0C4] / [R1C3]"
"5 4 3 2 1",10,N,Winning,N,13,15,4,"[R0C4,R3C1] / [R1C3,R3C1] / [R1C3,R4C0] / [R0C4,R2C2,R4C0]"
"5 4 3 2 2",4,N,Winning,N,15,16,2,"[R1C3] / [R0C4,R2C2]"
"5 4 3 3 1",6,N,Winning,N,13,16,2,"[R0C4,R4C0] / [R1C3,R3C2,R4C0]"
"5 4 3 3 2",7,N,Winning,N,15,17,2,"[R0C4] / [R1C3,R3C2]"
"5 4 3 3 3",5,N,Winning,N,17,18,2,"[R1C3] / [R0C4,R4C2]"
"5 4 4 1 1",3,N,Winning,N,13,15,1,"[R0C4,R2C3]"
"5 4 4 2 1",6,N,Winning,N,13,16,2,"[R0C4,R2C3,R3C1] / [R0C4,R4C0]"
"5 4 4 2 2",1,N,Winning,N,17,17,1,"[R0C4]"
"5 4 4 3 1",7,N,Winning,N,15,17,2,"[R0C4,R2C3,R4C0] / [R0C4,R3C2,R4C0]"
"5 4 4 3 2",2,N,Winning,N,17,18,2,"[R0C4,R2C3] / [R0C4,R3C2]"
"5 4 4 3 3",3,N,Winning,N,17,19,1,"[R0C4,R2C3,R4C2]"
"5 4 4 4 1",3,N,Winning,N,17,18,1,"[R0C4,R4C0]"
"5 4 4 4 2",5,N,Winning,N,19,19,1,"[R0C4]"
"5 4 4 4 3",4,N,Winning,N,19,20,1,"[R0C4,R4C2]"
"5 4 4 4 4",1,N,Winning,N,21,21,1,"[R0C4]"
"5 5 1 1 1",1,N,Winning,N,13,13,1,"[R4C0]"
"5 5 2 1 1",3,N,Winning,N,13,14,1,"[R2C1,R4C0]"
"5 5 2 2 1",2,N,Winning,N,15,15,1,"[R4C0]"
"5 5 2 2 2",0,P,Losing,P,16,16,0,"N/A (P-position)"
"5 5 3 1 1",0,P,Losing,P,14,15,0,"N/A (P-position)"
"5 5 3 2 1",4,N,Winning,N,15,16,2,"[R3C1] / [R2C2,R4C0]"
"5 5 3 2 2",1,N,Winning,N,17,17,1,"[R2C2]"
"5 5 3 3 1",1,N,Winning,N,17,17,1,"[R4C0]"
"5 5 3 3 2",0,P,Losing,P,18,18,0,"N/A (P-position)"
"5 5 3 3 3",1,N,Winning,N,19,19,1,"[R4C2]"
"5 5 4 1 1",4,N,Winning,N,15,16,1,"[R2C3]"
"5 5 4 2 1",7,N,Winning,N,15,17,2,"[R2C3,R3C1] / [R4C0]"
"5 5 4 2 2",0,P,Losing,P,18,18,0,"N/A (P-position)"
"5 5 4 3 1",2,N,Winning,N,17,18,2,"[R2C3,R4C0] / [R3C2,R4C0]"
"5 5 4 3 2",3,N,Winning,N,19,19,2,"[R2C3] / [R3C2]"
"5 5 4 3 3",4,N,Winning,N,19,20,1,"[R2C3,R4C2]"
"5 5 4 4 1",5,N,Winning,N,19,19,1,"[R4C0]"
"5 5 4 4 2",0,P,Losing,P,20,20,0,"N/A (P-position)"
"5 5 4 4 3",1,N,Winning,N,21,21,1,"[R4C2]"
"5 5 4 4 4",0,P,Losing,P,22,22,0,"N/A (P-position)"
"5 5 5 1 1",0,P,Losing,P,16,17,0,"N/A (P-position)"
"5 5 5 2 1",5,N,Winning,N,17,18,2,"[R3C1] / [R2C4,R4C0]"
"5 5 5 2 2",1,N,Winning,N,19,19,1,"[R2C4]"
"5 5 5 3 1",3,N,Winning,N,17,19,1,"[R2C4,R3C2,R4C0]"
"5 5 5 3 2",4,N,Winning,N,19,20,1,"[R2C4,R3C2]"
"5 5 5 3 3",0,P,Losing,P,20,21,0,"N/A (P-position)"
"5 5 5 4 1",4,N,Winning,N,19,20,1,"[R2C4,R4C0]"
"5 5 5 4 2",1,N,Winning,N,21,21,1,"[R2C4]"
"5 5 5 4 3",2,N,Winning,N,21,22,2,"[R3C3] / [R2C4,R4C2]"
"5 5 5 4 4",3,N,Winning,N,23,23,1,"[R2C4]"
"5 5 5 5 1",1,N,Winning,N,21,21,1,"[R4C0]"
"5 5 5 5 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"5 5 5 5 3",3,N,Winning,N,23,23,1,"[R4C2]"
"5 5 5 5 4",0,P,Losing,P,24,24,0,"N/A (P-position)"
"5 5 5 5 5",1,N,Winning,N,25,25,1,"[R4C4]"
"6 1 1 1 1",1,N,Winning,N,9,10,1,"[R0C5]"
"6 2 1 1 1",4,N,Winning,N,9,11,1,"[R0C5,R1C1]"
"6 2 2 1 1",0,P,Losing,P,12,12,0,"N/A (P-position)"
"6 2 2 2 1",1,N,Winning,N,13,13,2,"[R3C1] / [R4C0]"
"6 2 2 2 2",0,P,Losing,P,14,14,0,"N/A (P-position)"
"6 3 1 1 1",2,N,Winning,N,11,12,1,"[R0C5,R4C0]"
"6 3 2 1 1",9,N,Winning,N,11,13,2,"[R1C2] / [R0C5,R2C1,R4C0]"
"6 3 2 2 1",6,N,Winning,N,13,14,2,"[R1C2,R3C1] / [R1C2,R4C0]"
"6 3 2 2 2",2,N,Winning,N,15,15,1,"[R1C2]"
"6 3 3 1 1",1,N,Winning,N,13,14,1,"[R0C5]"
"6 3 3 2 1",3,N,Winning,N,13,15,2,"[R0C5,R3C1] / [R0C5,R4C0]"
"6 3 3 2 2",4,N,Winning,N,15,16,1,"[R0C5]"
"6 3 3 3 1",4,N,Winning,N,13,16,1,"[R0C5,R3C2,R4C0]"
"6 3 3 3 2",2,N,Winning,N,15,17,1,"[R0C5,R3C2]"
"6 3 3 3 3",1,N,Winning,N,17,18,1,"[R0C5]"
"6 4 1 1 1",6,N,Winning,N,11,13,1,"[R0C5,R1C3,R4C0]"
"6 4 2 1 1",10,N,Winning,N,11,14,1,"[R0C5,R1C3,R2C1,R4C0]"
"6 4 2 2 1",2,N,Winning,N,15,15,1,"[R4C0]"
"6 4 2 2 2",0,P,Losing,P,16,16,0,"N/A (P-position)"
"6 4 3 1 1",2,N,Winning,N,13,15,1,"[R0C5,R1C3]"
"6 4 3 2 1",11,N,Winning,N,13,16,3,"[R0C5,R1C3,R3C1] / [R0C5,R1C3,R4C0] / [R2C2,R4C0]"
"6 4 3 2 2",5,N,Winning,N,15,17,2,"[R0C5,R1C3] / [R2C2]"
"6 4 3 3 1",7,N,Winning,N,13,17,1,"[R0C5,R1C3,R3C2,R4C0]"
"6 4 3 3 2",8,N,Winning,N,15,18,1,"[R0C5,R1C3,R3C2]"
"6 4 3 3 3",3,N,Winning,N,17,19,1,"[R0C5,R1C3]"
"6 4 4 1 1",0,P,Losing,P,16,16,0,"N/A (P-position)"
"6 4 4 2 1",4,N,Winning,N,17,17,2,"[R3C1] / [R4C0]"
"6 4 4 2 2",0,P,Losing,P,18,18,0,"N/A (P-position)"
"6 4 4 3 1",2,N,Winning,N,17,18,1,"[R3C2,R4C0]"
"6 4 4 3 2",3,N,Winning,N,19,19,1,"[R3C2]"
"6 4 4 3 3",0,P,Losing,P,20,20,0,"N/A (P-position)"
"6 4 4 4 1",5,N,Winning,N,19,19,1,"[R4C0]"
"6 4 4 4 2",0,P,Losing,P,20,20,0,"N/A (P-position)"
"6 4 4 4 3",1,N,Winning,N,21,21,2,"[R3C3] / [R4C2]"
"6 4 4 4 4",0,P,Losing,P,22,22,0,"N/A (P-position)"
"6 5 1 1 1",4,N,Winning,N,13,14,1,"[R0C5,R4C0]"
"6 5 2 1 1",7,N,Winning,N,13,15,1,"[R0C5,R2C1,R4C0]"
"6 5 2 2 1",4,N,Winning,N,15,16,2,"[R0C5,R4C0] / [R1C4,R4C0]"
"6 5 2 2 2",1,N,Winning,N,17,17,2,"[R0C5] / [R1C4]"
"6 5 3 1 1",4,N,Winning,N,15,16,1,"[R0C5]"
"6 5 3 2 1",12,N,Winning,N,15,17,3,"[R0C5,R3C1] / [R0C5,R2C2,R4C0] / [R1C4,R2C2,R4C0]"
"6 5 3 2 2",6,N,Winning,N,17,18,2,"[R0C5,R2C2] / [R1C4,R2C2]"
"6 5 3 3 1",2,N,Winning,N,17,18,1,"[R0C5,R4C0]"
"6 5 3 3 2",3,N,Winning,N,19,19,1,"[R0C5]"
"6 5 3 3 3",2,N,Winning,N,19,20,1,"[R0C5,R4C2]"
"6 5 4 1 1",6,N,Winning,N,15,17,2,"[R1C4] / [R0C5,R2C3]"
"6 5 4 2 1",8,N,Winning,N,15,18,4,"[R1C4,R3C1] / [R0C5,R2C3,R3C1] / [R0C5,R4C0] / [R1C4,R4C0]"
"6 5 4 2 2",2,N,Winning,N,19,19,2,"[R0C5] / [R1C4]"
"6 5 4 3 1",9,N,Winning,N,17,19,3,"[R0C5,R2C3,R4C0] / [R0C5,R3C2,R4C0] / [R1C4,R3C2,R4C0]"
"6 5 4 3 2",13,N,Winning,N,19,20,3,"[R0C5,R2C3] / [R0C5,R3C2] / [R1C4,R3C2]"
"6 5 4 3 3",6,N,Winning,N,19,21,2,"[R1C4] / [R0C5,R2C3,R4C2]"
"6 5 4 4 1",6,N,Winning,N,19,20,2,"[R0C5,R4C0] / [R1C4,R4C0]"
"6 5 4 4 2",1,N,Winning,N,21,21,2,"[R0C5] / [R1C4]"
"6 5 4 4 3",7,N,Winning,N,21,22,3,"[R1C4,R3C3] / [R0C5,R4C2] / [R1C4,R4C2]"
"6 5 4 4 4",2,N,Winning,N,23,23,2,"[R0C5] / [R1C4]"
"6 5 5 1 1",1,N,Winning,N,17,18,1,"[R0C5]"
"6 5 5 2 1",9,N,Winning,N,17,19,2,"[R0C5,R3C1] / [R0C5,R2C4,R4C0]"
"6 5 5 2 2",3,N,Winning,N,19,20,1,"[R0C5,R2C4]"
"6 5 5 3 1",4,N,Winning,N,17,20,1,"[R0C5,R2C4,R3C2,R4C0]"
"6 5 5 3 2",6,N,Winning,N,19,21,1,"[R0C5,R2C4,R3C2]"
"6 5 5 3 3",1,N,Winning,N,21,22,1,"[R0C5]"
"6 5 5 4 1",7,N,Winning,N,19,21,1,"[R0C5,R2C4,R4C0]"
"6 5 5 4 2",8,N,Winning,N,21,22,1,"[R0C5,R2C4]"
"6 5 5 4 3",5,N,Winning,N,21,23,2,"[R0C5,R3C3] / [R0C5,R2C4,R4C2]"
"6 5 5 4 4",4,N,Winning,N,23,24,1,"[R0C5,R2C4]"
"6 5 5 5 1",2,N,Winning,N,21,22,1,"[R0C5,R4C0]"
"6 5 5 5 2",3,N,Winning,N,23,23,1,"[R0C5]"
"6 5 5 5 3",4,N,Winning,N,23,24,1,"[R0C5,R4C2]"
"6 5 5 5 4",1,N,Winning,N,25,25,1,"[R0C5]"
"6 5 5 5 5",2,N,Winning,N,25,26,1,"[R0C5,R4C4]"
"6 6 1 1 1",2,N,Winning,N,15,15,1,"[R4C0]"
"6 6 2 1 1",3,N,Winning,N,15,16,1,"[R2C1,R4C0]"
"6 6 2 2 1",1,N,Winning,N,17,17,1,"[R4C0]"
"6 6 2 2 2",0,P,Losing,P,18,18,0,"N/A (P-position)"
"6 6 3 1 1",0,P,Losing,P,16,17,0,"N/A (P-position)"
"6 6 3 2 1",5,N,Winning,N,17,18,2,"[R3C1] / [R2C2,R4C0]"
"6 6 3 2 2",2,N,Winning,N,19,19,1,"[R2C2]"
"6 6 3 3 1",3,N,Winning,N,19,19,1,"[R4C0]"
"6 6 3 3 2",0,P,Losing,P,20,20,0,"N/A (P-position)"
"6 6 3 3 3",1,N,Winning,N,21,21,1,"[R4C2]"
"6 6 4 1 1",2,N,Winning,N,17,18,1,"[R2C3]"
"6 6 4 2 1",7,N,Winning,N,17,19,2,"[R2C3,R3C1] / [R4C0]"
"6 6 4 2 2",0,P,Losing,P,20,20,0,"N/A (P-position)"
"6 6 4 3 1",6,N,Winning,N,19,20,2,"[R2C3,R4C0] / [R3C2,R4C0]"
"6 6 4 3 2",1,N,Winning,N,21,21,2,"[R2C3] / [R3C2]"
"6 6 4 3 3",4,N,Winning,N,21,22,1,"[R2C3,R4C2]"
"6 6 4 4 1",1,N,Winning,N,21,21,1,"[R4C0]"
"6 6 4 4 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"6 6 4 4 3",2,N,Winning,N,23,23,1,"[R4C2]"
"6 6 4 4 4",0,P,Losing,P,24,24,0,"N/A (P-position)"
"6 6 5 1 1",0,P,Losing,P,18,19,0,"N/A (P-position)"
"6 6 5 2 1",3,N,Winning,N,19,20,2,"[R3C1] / [R2C4,R4C0]"
"6 6 5 2 2",1,N,Winning,N,21,21,1,"[R2C4]"
"6 6 5 3 1",5,N,Winning,N,19,21,1,"[R2C4,R3C2,R4C0]"
"6 6 5 3 2",10,N,Winning,N,21,22,1,"[R2C4,R3C2]"
"6 6 5 3 3",0,P,Losing,P,22,23,0,"N/A (P-position)"
"6 6 5 4 1",8,N,Winning,N,21,22,1,"[R2C4,R4C0]"
"6 6 5 4 2",2,N,Winning,N,23,23,1,"[R2C4]"
"6 6 5 4 3",3,N,Winning,N,23,24,2,"[R3C3] / [R2C4,R4C2]"
"6 6 5 4 4",1,N,Winning,N,25,25,1,"[R2C4]"
"6 6 5 5 1",3,N,Winning,N,23,23,1,"[R4C0]"
"6 6 5 5 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"6 6 5 5 3",1,N,Winning,N,25,25,1,"[R4C2]"
"6 6 5 5 4",0,P,Losing,P,26,26,0,"N/A (P-position)"
"6 6 5 5 5",3,N,Winning,N,27,27,1,"[R4C4]"
"6 6 6 1 1",1,N,Winning,N,19,20,1,"[R2C5]"
"6 6 6 2 1",4,N,Winning,N,19,21,2,"[R2C5,R3C1] / [R4C0]"
"6 6 6 2 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"6 6 6 3 1",6,N,Winning,N,21,22,1,"[R3C2,R4C0]"
"6 6 6 3 2",2,N,Winning,N,23,23,1,"[R3C2]"
"6 6 6 3 3",1,N,Winning,N,23,24,1,"[R2C5]"
"6 6 6 4 1",2,N,Winning,N,23,23,1,"[R4C0]"
"6 6 6 4 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"6 6 6 4 3",4,N,Winning,N,23,25,2,"[R2C5,R3C3] / [R4C2]"
"6 6 6 4 4",0,P,Losing,P,26,26,0,"N/A (P-position)"
"6 6 6 5 1",4,N,Winning,N,23,24,2,"[R2C5,R4C0] / [R3C4,R4C0]"
"6 6 6 5 2",1,N,Winning,N,25,25,2,"[R2C5] / [R3C4]"
"6 6 6 5 3",5,N,Winning,N,25,26,2,"[R2C5,R4C2] / [R3C4,R4C2]"
"6 6 6 5 4",2,N,Winning,N,27,27,2,"[R2C5] / [R3C4]"
"6 6 6 5 5",1,N,Winning,N,27,28,1,"[R2C5,R4C4]"
"6 6 6 6 1",1,N,Winning,N,25,25,1,"[R4C0]"
"6 6 6 6 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"6 6 6 6 3",2,N,Winning,N,27,27,1,"[R4C2]"
"6 6 6 6 4",0,P,Losing,P,28,28,0,"N/A (P-position)"
"6 6 6 6 5",3,N,Winning,N,29,29,1,"[R4C4]"
"6 6 6 6 6",0,P,Losing,P,30,30,0,"N/A (P-position)"
"7 1 1 1 1",0,P,Losing,P,10,11,0,"N/A (P-position)"
"7 2 1 1 1",5,N,Winning,N,11,12,1,"[R1C1]"
"7 2 2 1 1",1,N,Winning,N,13,13,1,"[R0C6]"
"7 2 2 2 1",4,N,Winning,N,13,14,2,"[R0C6,R3C1] / [R0C6,R4C0]"
"7 2 2 2 2",2,N,Winning,N,15,15,1,"[R0C6]"
"7 3 1 1 1",3,N,Winning,N,13,13,1,"[R4C0]"
"7 3 2 1 1",10,N,Winning,N,13,14,2,"[R0C6,R1C2] / [R2C1,R4C0]"
"7 3 2 2 1",5,N,Winning,N,13,15,2,"[R0C6,R1C2,R3C1] / [R0C6,R1C2,R4C0]"
"7 3 2 2 2",3,N,Winning,N,15,16,1,"[R0C6,R1C2]"
"7 3 3 1 1",0,P,Losing,P,14,15,0,"N/A (P-position)"
"7 3 3 2 1",7,N,Winning,N,15,16,2,"[R3C1] / [R4C0]"
"7 3 3 2 2",0,P,Losing,P,16,17,0,"N/A (P-position)"
"7 3 3 3 1",5,N,Winning,N,15,17,1,"[R3C2,R4C0]"
"7 3 3 3 2",1,N,Winning,N,17,18,1,"[R3C2]"
"7 3 3 3 3",0,P,Losing,P,18,19,0,"N/A (P-position)"
"7 4 1 1 1",4,N,Winning,N,13,14,1,"[R1C3,R4C0]"
"7 4 2 1 1",5,N,Winning,N,13,15,1,"[R1C3,R2C1,R4C0]"
"7 4 2 2 1",3,N,Winning,N,15,16,1,"[R0C6,R4C0]"
"7 4 2 2 2",1,N,Winning,N,17,17,1,"[R0C6]"
"7 4 3 1 1",3,N,Winning,N,15,16,1,"[R1C3]"
"7 4 3 2 1",12,N,Winning,N,15,17,3,"[R1C3,R3C1] / [R1C3,R4C0] / [R0C6,R2C2,R4C0]"
"7 4 3 2 2",8,N,Winning,N,17,18,2,"[R1C3] / [R0C6,R2C2]"
"7 4 3 3 1",8,N,Winning,N,15,18,1,"[R1C3,R3C2,R4C0]"
"7 4 3 3 2",6,N,Winning,N,17,19,1,"[R1C3,R3C2]"
"7 4 3 3 3",4,N,Winning,N,19,20,1,"[R1C3]"
"7 4 4 1 1",1,N,Winning,N,17,17,1,"[R0C6]"
"7 4 4 2 1",5,N,Winning,N,17,18,2,"[R0C6,R3C1] / [R0C6,R4C0]"
"7 4 4 2 2",1,N,Winning,N,19,19,1,"[R0C6]"
"7 4 4 3 1",9,N,Winning,N,17,19,1,"[R0C6,R3C2,R4C0]"
"7 4 4 3 2",10,N,Winning,N,19,20,1,"[R0C6,R3C2]"
"7 4 4 3 3",1,N,Winning,N,21,21,1,"[R0C6]"
"7 4 4 4 1",4,N,Winning,N,19,20,1,"[R0C6,R4C0]"
